Employee_ID,Department,Job_Level,Age,Gender,Employment_Type,Years_At_Company,Years_In_Current_Role,Num_Promotions,Last_Promotion_Years_Ago,Annual_Salary_USD,Performance_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Overtime_Hours_Monthly,Distance_From_Office_KM,Num_Trainings_Last_Year,Remote_Work_Percentage,Attrition
EMP-017191,Product,Mid,29,Female,Full-Time,5,1,1,4,74538,4,4,5,18,48,2,50,0
EMP-017192,Customer Support,Director,49,Male,Part-Time,5,3,0,1,181497,5,4,4,1,17,1,0,0
EMP-017193,Engineering,Mid,39,Male,Full-Time,5,4,1,2,68852,4,1,4,4,15,3,25,0
EMP-017194,Sales,Lead,39,Male,Full-Time,2,1,0,3,101996,1,3,2,1,6,2,25,0
EMP-017195,Sales,Director,44,Female,Full-Time,13,11,3,2,168791,3,4,2,1,9,3,75,0
EMP-017196,Finance,Lead,23,Female,Full-Time,10,6,0,6,142146,3,2,5,13,12,5,75,1
EMP-017197,Marketing,Senior,31,Non-Binary,Full-Time,6,1,1,5,106367,1,3,4,6,6,6,0,0
EMP-017198,HR,Mid,22,Male,Full-Time,2,0,0,1,90451,4,4,3,7,26,6,75,0
EMP-017199,Product,Lead,36,Female,Full-Time,4,1,0,4,84056,4,3,2,6,1,1,50,0
EMP-017200,Operations,Junior,33,Male,Full-Time,4,2,0,0,56100,4,4,4,29,14,2,25,0
EMP-017201,Engineering,Junior,25,Male,Part-Time,7,5,1,1,50799,4,3,2,4,7,2,100,0
EMP-017202,Product,Senior,26,Male,Full-Time,4,3,0,0,86383,3,2,2,0,3,4,25,0
EMP-017203,Engineering,Director,38,Female,Contract,2,1,0,3,139635,4,3,4,20,15,3,0,1
EMP-017204,Sales,Mid,44,Female,Full-Time,3,2,0,1,81096,2,3,3,4,4,1,50,0
EMP-017205,Engineering,Mid,34,Female,Full-Time,2,0,0,1,62351,4,5,3,6,8,2,50,0
EMP-017206,Engineering,Senior,47,Male,Full-Time,8,7,1,3,100337,4,2,4,10,2,2,50,0
EMP-017207,Product,Junior,32,Female,Contract,4,1,0,0,57427,3,4,4,1,7,1,75,0
EMP-017208,HR,Lead,31,Female,Full-Time,8,3,1,14,125649,4,3,1,2,12,1,100,1
EMP-017209,Sales,Senior,42,Female,Full-Time,7,6,1,1,95293,4,2,3,4,5,0,0,0
EMP-017210,Engineering,Junior,36,Male,Full-Time,5,2,1,0,64788,2,4,5,12,1,1,100,0
EMP-017211,Customer Support,Mid,35,Female,Full-Time,8,4,0,0,97405,2,4,4,2,19,1,75,0
EMP-017212,Engineering,Junior,40,Male,Full-Time,11,9,2,4,62188,4,5,3,4,7,2,75,0
EMP-017213,Sales,Senior,46,Female,Part-Time,3,2,0,5,84261,3,4,3,11,6,1,50,0
EMP-017214,Marketing,Junior,37,Female,Part-Time,6,2,1,3,59833,4,5,2,2,5,2,50,0
EMP-017215,Engineering,Lead,38,Male,Full-Time,4,2,0,3,115822,3,4,4,1,14,4,25,0
EMP-017216,Marketing,Lead,45,Female,Full-Time,3,2,0,5,140863,3,5,4,7,13,1,50,0
EMP-017217,Customer Support,Junior,33,Female,Part-Time,8,5,1,6,52659,3,3,2,7,6,2,50,0
EMP-017218,Customer Support,Junior,36,Male,Full-Time,7,5,0,1,74396,3,1,5,6,9,1,100,0
EMP-017219,Engineering,Mid,34,Female,Full-Time,4,1,0,1,75327,3,5,3,4,19,1,75,0
EMP-017220,Operations,Junior,39,Male,Full-Time,20,15,3,3,65250,3,3,1,0,35,3,100,0
EMP-017221,Sales,Mid,22,Male,Contract,2,1,0,0,70127,1,3,3,21,8,2,75,1
EMP-017222,Operations,Junior,43,Male,Full-Time,5,2,0,0,41670,5,5,2,0,25,2,100,0
EMP-017223,Operations,Lead,38,Male,Full-Time,2,1,0,5,105303,4,2,3,12,22,4,0,1
EMP-017224,Customer Support,Junior,34,Male,Full-Time,5,3,1,2,58967,3,3,4,7,10,1,100,0
EMP-017225,Data Science,Junior,33,Male,Full-Time,14,10,3,0,68112,3,3,3,1,18,1,75,0
EMP-017226,Engineering,Mid,50,Male,Full-Time,6,3,1,2,70776,5,4,4,4,4,0,50,0
EMP-017227,Sales,Mid,50,Male,Full-Time,6,5,0,5,59350,4,4,4,8,12,2,75,0
EMP-017228,HR,Junior,52,Male,Full-Time,1,0,0,1,60449,4,1,4,1,23,5,25,0
EMP-017229,Finance,Lead,49,Male,Part-Time,5,3,0,4,84521,3,4,4,7,1,2,50,0
EMP-017230,Customer Support,Lead,36,Male,Contract,5,3,1,2,148720,4,3,4,4,9,3,50,1
EMP-017231,Engineering,Senior,41,Male,Full-Time,7,5,1,4,89970,4,4,4,6,4,4,50,0
EMP-017232,Finance,Senior,41,Female,Full-Time,13,12,1,0,114281,5,1,3,1,2,2,25,0
EMP-017233,Sales,Lead,39,Male,Full-Time,7,2,1,0,115083,5,2,3,0,13,2,25,0
EMP-017234,Engineering,Lead,27,Male,Part-Time,11,3,2,0,107288,3,2,3,5,9,3,0,0
EMP-017235,Operations,Senior,39,Male,Full-Time,16,13,1,4,95291,4,5,4,3,27,3,0,0
EMP-017236,Marketing,Junior,31,Female,Full-Time,5,1,0,0,62189,3,2,4,10,3,5,50,0
EMP-017237,Engineering,Senior,50,Female,Full-Time,5,3,1,1,117065,3,2,4,0,2,5,50,0
EMP-017238,Engineering,Senior,30,Male,Full-Time,3,2,0,0,106276,5,3,4,20,1,0,50,0
EMP-017239,Engineering,Mid,43,Female,Full-Time,6,2,0,1,81449,5,4,5,3,3,2,50,0
EMP-017240,Marketing,Junior,24,Female,Full-Time,8,4,1,4,62578,4,3,3,1,4,3,100,0
EMP-017241,Product,Director,39,Female,Part-Time,9,5,2,9,111804,3,1,5,16,41,1,50,0
EMP-017242,Sales,Lead,29,Male,Full-Time,1,0,0,4,130677,2,5,2,4,20,3,50,1
EMP-017243,Engineering,Mid,34,Female,Full-Time,18,8,3,1,64531,5,4,1,5,11,0,75,0
EMP-017244,HR,Mid,46,Female,Part-Time,2,1,0,0,72689,5,3,2,1,4,3,75,0
EMP-017245,Marketing,Mid,44,Female,Full-Time,8,5,1,3,61150,3,1,4,2,15,1,0,1
EMP-017246,Operations,Senior,44,Male,Part-Time,2,1,0,2,93462,3,1,5,22,6,5,100,0
EMP-017247,Marketing,Lead,39,Female,Full-Time,14,8,3,1,120928,2,4,4,41,20,4,50,0
EMP-017248,Sales,Junior,30,Female,Full-Time,8,3,1,1,57839,3,1,3,1,1,0,50,0
EMP-017249,Operations,Lead,39,Male,Full-Time,10,6,1,6,126072,2,1,5,26,11,2,25,0
EMP-017250,Finance,Senior,22,Male,Full-Time,17,13,4,0,99006,5,1,5,0,15,1,100,0
EMP-017251,Customer Support,Senior,42,Female,Full-Time,6,2,1,2,104445,5,4,4,3,12,3,75,0
EMP-017252,Engineering,Lead,31,Female,Full-Time,5,2,0,4,130138,1,2,4,22,10,5,100,1
EMP-017253,Engineering,Director,33,Male,Part-Time,6,5,1,3,183001,4,4,3,1,2,3,0,0
EMP-017254,Marketing,Manager,33,Female,Contract,5,4,0,6,128598,5,3,3,6,80,0,50,1
EMP-017255,Sales,Senior,44,Female,Full-Time,15,14,3,5,95876,3,3,5,13,23,3,25,0
EMP-017256,Engineering,Mid,37,Female,Full-Time,6,5,0,0,75023,3,4,1,0,25,3,100,1
EMP-017257,Sales,Manager,31,Male,Full-Time,7,6,1,1,186177,4,5,4,2,6,3,25,0
EMP-017258,Finance,VP,22,Female,Full-Time,3,2,0,0,181458,3,5,2,15,23,4,25,0
EMP-017259,Operations,VP,47,Male,Full-Time,4,1,0,0,238042,3,2,3,6,4,3,50,0
EMP-017260,Sales,Senior,41,Male,Part-Time,5,2,0,2,100507,4,4,2,0,6,2,100,0
EMP-017261,Customer Support,Senior,43,Female,Full-Time,5,4,0,0,96837,3,2,3,0,24,2,50,0
EMP-017262,Customer Support,Manager,26,Male,Part-Time,4,2,0,4,101166,3,4,4,10,20,4,100,0
EMP-017263,Sales,Mid,23,Female,Full-Time,3,2,0,3,85526,4,4,3,1,12,3,75,1
EMP-017264,Marketing,Lead,30,Female,Contract,4,1,1,1,153215,2,3,2,28,3,4,25,0
EMP-017265,Data Science,Mid,27,Non-Binary,Part-Time,12,5,1,1,86749,5,4,3,6,3,6,50,0
EMP-017266,HR,Senior,29,Female,Full-Time,3,2,0,2,86868,3,3,3,4,11,0,75,0
EMP-017267,Marketing,Junior,43,Female,Full-Time,7,6,0,1,47438,5,5,3,9,61,3,50,0
EMP-017268,Operations,Lead,22,Male,Contract,10,4,1,3,136446,2,3,2,20,20,3,75,0
EMP-017269,Marketing,Junior,23,Female,Full-Time,1,0,0,2,54443,4,3,5,7,3,1,25,0
EMP-017270,Data Science,Junior,55,Female,Full-Time,7,2,0,2,45258,3,4,3,3,3,5,25,0
EMP-017271,Engineering,Manager,37,Male,Full-Time,9,4,1,0,159099,3,4,3,2,14,3,50,0
EMP-017272,Engineering,Senior,29,Male,Full-Time,4,2,1,1,91471,3,2,5,1,5,1,50,0
EMP-017273,Customer Support,Senior,26,Male,Full-Time,13,5,2,3,103970,5,2,4,1,10,0,50,1
EMP-017274,Customer Support,Manager,35,Non-Binary,Full-Time,20,8,2,0,169377,5,2,3,0,1,6,50,0
EMP-017275,Finance,Mid,36,Male,Full-Time,1,0,0,0,72442,3,1,3,2,32,2,50,0
EMP-017276,Sales,Mid,44,Female,Full-Time,23,15,5,15,48259,3,3,4,7,18,4,0,1
EMP-017277,Operations,Senior,27,Male,Full-Time,6,2,0,0,70814,4,3,3,4,11,3,25,0
EMP-017278,Engineering,Manager,38,Female,Full-Time,1,0,0,9,117062,3,3,3,23,14,4,25,0
EMP-017279,Sales,Junior,22,Male,Full-Time,10,8,1,0,49199,3,4,1,9,4,0,75,0
EMP-017280,Customer Support,Mid,29,Male,Full-Time,6,4,1,2,71060,3,4,2,2,21,3,25,0
EMP-017281,Operations,Lead,22,Male,Contract,8,5,2,1,125226,5,4,4,3,1,2,0,0
EMP-017282,Finance,VP,31,Male,Full-Time,6,4,0,0,295416,3,4,3,1,73,3,100,0
EMP-017283,Engineering,Lead,42,Female,Full-Time,2,0,0,1,122314,3,4,2,7,22,1,0,0
EMP-017284,Customer Support,Senior,37,Female,Full-Time,17,11,4,2,109377,4,1,5,0,18,2,25,0
EMP-017285,Engineering,Manager,43,Female,Full-Time,3,2,0,1,142222,5,3,4,4,1,1,50,0
EMP-017286,HR,Mid,29,Female,Full-Time,10,7,1,0,61756,2,3,5,1,2,3,0,0
EMP-017287,Operations,Lead,36,Male,Full-Time,5,3,0,2,118608,4,3,2,8,20,3,75,0
EMP-017288,Sales,Mid,32,Male,Full-Time,3,1,0,2,57987,4,4,3,10,31,1,25,0
EMP-017289,Customer Support,Mid,31,Female,Contract,0,0,0,0,72131,2,1,4,13,5,5,50,0
EMP-017290,Engineering,Lead,35,Male,Full-Time,7,2,1,0,119796,5,3,4,5,7,2,25,0
EMP-017291,Product,Senior,62,Female,Full-Time,14,6,2,1,99673,2,4,4,12,33,3,50,0
EMP-017292,Marketing,Director,28,Female,Full-Time,16,10,3,0,194737,4,3,5,0,80,0,50,0
EMP-017293,Customer Support,Junior,31,Female,Full-Time,2,1,0,2,69494,4,2,3,9,5,2,0,0
EMP-017294,Sales,Senior,36,Female,Full-Time,4,2,0,1,84494,4,2,2,2,11,5,50,0
EMP-017295,Operations,Junior,38,Male,Full-Time,3,2,0,9,48388,4,2,5,0,12,1,75,0
EMP-017296,Finance,VP,42,Male,Full-Time,3,2,0,3,202260,4,3,4,4,24,2,50,0
EMP-017297,Marketing,Senior,30,Female,Part-Time,6,2,0,1,102145,2,5,5,4,17,2,100,0
EMP-017298,Data Science,Junior,22,Male,Full-Time,4,1,0,7,59697,4,4,3,9,3,4,0,0
EMP-017299,Customer Support,Manager,34,Female,Full-Time,8,5,2,1,171266,1,5,5,14,53,1,75,0
EMP-017300,Engineering,Junior,44,Female,Full-Time,11,4,1,0,46637,4,1,2,0,1,0,75,0
EMP-017301,Data Science,Manager,44,Female,Full-Time,3,1,0,1,112291,3,4,4,6,21,1,25,0
EMP-017302,Marketing,Junior,22,Female,Full-Time,5,2,0,1,51558,4,2,2,3,32,0,0,0
EMP-017303,HR,Director,30,Female,Full-Time,1,0,0,7,202561,3,4,2,5,5,0,75,0
EMP-017304,Engineering,Mid,34,Male,Full-Time,18,15,2,4,75745,1,3,1,2,16,0,50,1
EMP-017305,Data Science,Mid,42,Male,Full-Time,5,4,1,0,89195,4,1,5,0,1,1,100,0
EMP-017306,Marketing,Senior,42,Male,Full-Time,1,0,0,4,86675,3,3,5,9,1,2,100,0
EMP-017307,Marketing,Director,28,Female,Full-Time,3,2,0,0,171107,3,5,3,5,17,1,0,0
EMP-017308,Sales,Junior,47,Male,Full-Time,1,0,0,5,46152,3,3,3,2,1,2,75,0
EMP-017309,Marketing,Mid,34,Male,Full-Time,3,1,0,0,70731,4,2,5,0,2,1,50,0
EMP-017310,Customer Support,Lead,37,Male,Full-Time,8,6,1,10,107881,3,4,5,9,4,2,75,0
EMP-017311,Engineering,Junior,41,Male,Full-Time,1,0,0,3,44660,4,3,5,1,16,2,50,0
EMP-017312,Sales,Mid,33,Female,Full-Time,4,2,0,0,80405,3,4,4,0,7,4,75,0
EMP-017313,Sales,Senior,46,Male,Full-Time,5,3,1,0,127365,2,4,3,0,25,4,50,0
EMP-017314,Sales,Mid,31,Male,Full-Time,6,3,1,0,72004,2,4,5,12,21,5,75,0
EMP-017315,Sales,VP,40,Female,Contract,3,2,0,0,171236,3,2,4,3,5,4,0,0
EMP-017316,Data Science,VP,36,Female,Full-Time,4,2,1,1,201297,4,4,3,5,3,1,100,0
EMP-017317,Customer Support,Director,33,Male,Full-Time,8,5,1,0,171623,5,3,5,8,8,2,100,0
EMP-017318,Sales,Director,26,Male,Full-Time,11,6,3,1,168335,5,1,1,5,1,3,50,0
EMP-017319,Legal,Director,54,Female,Part-Time,2,0,0,0,198342,4,2,3,4,49,2,25,0
EMP-017320,Marketing,Manager,30,Female,Full-Time,1,0,0,15,105783,5,3,3,13,28,1,0,1
EMP-017321,Engineering,Director,22,Male,Part-Time,4,3,0,0,179993,4,4,4,1,9,2,50,0
EMP-017322,HR,Junior,34,Female,Part-Time,6,2,0,3,46347,4,3,4,16,30,1,75,0
EMP-017323,Finance,Lead,31,Female,Full-Time,3,2,0,0,106716,2,2,1,6,11,4,50,0
EMP-017324,Marketing,Senior,43,Male,Full-Time,2,0,0,0,87167,3,5,5,3,18,0,0,0
EMP-017325,Engineering,Mid,42,Male,Full-Time,6,2,1,1,69550,3,2,1,1,1,2,50,0
EMP-017326,Customer Support,Junior,22,Male,Full-Time,13,9,1,11,63701,4,3,3,4,1,1,75,1
EMP-017327,Finance,Mid,36,Female,Full-Time,5,2,0,2,73995,4,4,2,0,1,3,0,0
EMP-017328,Customer Support,Mid,27,Male,Full-Time,9,4,1,1,83958,4,4,3,4,4,4,25,0
EMP-017329,Engineering,Junior,23,Female,Full-Time,1,0,0,5,47811,2,5,1,8,18,2,50,0
EMP-017330,Data Science,Director,22,Female,Full-Time,10,6,1,0,155354,4,3,5,1,4,3,0,0
EMP-017331,Operations,Senior,34,Male,Full-Time,4,3,0,0,83683,5,3,4,16,31,3,50,0
EMP-017332,Finance,VP,34,Female,Full-Time,11,6,1,4,293282,3,4,3,14,33,4,100,0
EMP-017333,Operations,Senior,22,Female,Full-Time,6,2,1,1,122366,5,5,3,0,12,3,50,0
EMP-017334,HR,Senior,48,Male,Full-Time,7,5,1,7,98736,3,4,4,15,8,3,100,0
EMP-017335,Marketing,Mid,28,Female,Full-Time,3,2,0,3,81499,3,4,3,11,16,1,50,0
EMP-017336,Customer Support,Junior,23,Female,Full-Time,6,2,0,1,64130,3,4,4,9,48,4,50,1
EMP-017337,Sales,Junior,39,Female,Full-Time,9,3,0,1,68873,2,2,5,22,1,3,50,0
EMP-017338,Engineering,Lead,22,Male,Full-Time,8,7,1,0,84466,4,4,5,28,7,1,50,0
EMP-017339,Customer Support,Manager,24,Female,Full-Time,7,4,1,5,166120,4,3,5,4,5,1,75,0
EMP-017340,Sales,Junior,46,Male,Full-Time,4,3,0,4,56257,2,4,2,2,24,1,75,0
EMP-017341,HR,Junior,42,Male,Full-Time,9,7,2,6,52103,1,4,5,10,2,5,50,0
EMP-017342,Legal,Lead,26,Male,Full-Time,3,2,0,2,102536,4,3,4,4,1,2,75,0
EMP-017343,Sales,Junior,47,Female,Part-Time,1,0,0,0,57487,5,3,4,8,20,3,100,0
EMP-017344,Legal,Mid,35,Male,Full-Time,2,1,0,2,91686,3,3,3,7,17,2,25,0
EMP-017345,Engineering,Manager,34,Male,Full-Time,3,2,0,0,117262,4,2,4,8,2,1,50,0
EMP-017346,Sales,Manager,33,Male,Full-Time,11,8,0,0,144011,4,4,1,0,6,4,25,0
EMP-017347,Finance,Director,47,Male,Full-Time,3,2,0,10,184011,4,3,3,0,1,4,100,1
EMP-017348,Finance,Mid,44,Female,Full-Time,6,3,1,2,91518,2,4,5,8,5,0,100,0
EMP-017349,Legal,Senior,49,Male,Full-Time,4,3,1,0,102668,1,1,3,10,18,2,75,0
EMP-017350,Sales,Senior,46,Female,Part-Time,4,2,1,1,96069,3,3,4,19,16,2,75,0
EMP-017351,Product,Lead,43,Female,Full-Time,5,1,1,1,108388,1,3,3,1,7,3,25,1
EMP-017352,HR,Lead,33,Female,Full-Time,7,5,0,2,104587,4,3,1,4,1,2,75,0
EMP-017353,HR,Mid,39,Non-Binary,Full-Time,6,5,0,1,53987,2,3,3,8,8,0,50,0
EMP-017354,Engineering,Director,36,Male,Full-Time,11,10,1,4,135966,2,4,5,6,26,2,50,0
EMP-017355,Data Science,Senior,30,Female,Full-Time,7,6,2,0,77835,4,2,3,5,2,1,0,0
EMP-017356,Sales,Mid,46,Male,Full-Time,4,2,0,1,73740,5,2,3,2,9,7,75,0
EMP-017357,Finance,Mid,33,Female,Full-Time,6,5,1,8,78348,3,4,3,10,11,4,25,0
EMP-017358,Engineering,Junior,32,Male,Full-Time,0,0,0,3,53473,5,4,4,9,5,3,0,0
EMP-017359,Marketing,Junior,28,Male,Full-Time,13,12,0,0,49941,2,4,5,15,15,3,75,0
EMP-017360,Engineering,Manager,23,Male,Part-Time,12,9,3,5,92242,4,1,4,4,13,1,50,0
EMP-017361,Data Science,Manager,34,Male,Full-Time,20,13,5,1,139343,3,3,5,17,3,4,50,0
EMP-017362,Customer Support,Mid,42,Female,Contract,8,3,0,1,82038,2,1,3,3,18,4,75,0
EMP-017363,Operations,Senior,22,Non-Binary,Full-Time,0,0,0,2,88733,4,4,1,1,3,4,0,0
EMP-017364,Finance,Junior,41,Male,Full-Time,6,5,1,4,59235,3,3,5,5,7,5,50,0
EMP-017365,Customer Support,Mid,29,Male,Full-Time,5,3,0,1,68925,4,2,3,42,4,2,75,0
EMP-017366,Engineering,Mid,38,Male,Full-Time,3,1,0,0,68241,4,3,5,16,21,0,25,0
EMP-017367,Engineering,Manager,30,Female,Full-Time,8,4,1,0,103966,3,3,3,0,1,2,50,0
EMP-017368,Engineering,Mid,45,Male,Full-Time,7,5,0,1,48491,4,3,2,0,11,1,50,0
EMP-017369,Finance,Junior,51,Female,Full-Time,6,2,1,3,45599,4,5,4,5,9,4,100,0
EMP-017370,Operations,Mid,25,Female,Full-Time,5,4,0,1,64046,2,4,5,0,10,1,0,0
EMP-017371,Sales,Mid,43,Male,Full-Time,9,3,2,1,82224,1,3,4,6,5,3,0,0
EMP-017372,Engineering,Junior,32,Male,Part-Time,8,4,2,2,58150,4,4,5,11,20,3,75,0
EMP-017373,Engineering,Junior,36,Female,Full-Time,5,3,1,1,59267,3,3,1,3,1,2,50,0
EMP-017374,Engineering,Junior,42,Male,Full-Time,3,1,0,0,41669,3,2,4,35,21,2,0,1
EMP-017375,Marketing,Mid,23,Female,Part-Time,9,3,2,0,75140,2,4,3,10,12,3,0,0
EMP-017376,Marketing,Senior,32,Male,Full-Time,17,8,3,9,89697,3,1,1,4,10,3,100,1
EMP-017377,Engineering,Lead,35,Female,Full-Time,5,1,1,0,136197,3,2,4,9,7,6,50,0
EMP-017378,Customer Support,Mid,46,Female,Full-Time,13,5,3,1,70581,3,4,4,4,8,6,50,0
EMP-017379,HR,Manager,38,Male,Full-Time,2,0,0,1,163364,3,4,4,54,4,0,75,0
EMP-017380,Marketing,Manager,33,Male,Full-Time,14,7,3,6,100821,5,3,2,2,12,3,100,0
EMP-017381,Operations,Senior,34,Female,Full-Time,1,0,0,1,92566,4,2,3,21,3,1,25,0
EMP-017382,Data Science,Senior,55,Male,Full-Time,7,4,1,5,86226,1,3,1,15,19,4,0,0
EMP-017383,Engineering,Junior,41,Male,Full-Time,6,5,0,0,66043,4,3,3,20,1,1,50,0
EMP-017384,Data Science,Senior,39,Female,Full-Time,7,4,0,9,71345,3,1,4,13,8,3,50,1
EMP-017385,Data Science,Mid,47,Female,Full-Time,6,2,1,0,56915,3,4,5,22,3,4,75,0
EMP-017386,Engineering,Junior,51,Male,Contract,1,0,0,0,53701,5,3,3,5,14,4,50,0
EMP-017387,Legal,Junior,31,Male,Full-Time,10,9,2,2,57034,3,5,2,54,36,2,75,0
EMP-017388,Operations,Mid,45,Female,Full-Time,6,2,0,0,66835,5,2,5,6,6,1,50,0
EMP-017389,Sales,Lead,45,Female,Full-Time,11,10,1,1,113180,3,4,4,11,1,3,75,0
EMP-017390,Customer Support,Senior,33,Non-Binary,Full-Time,3,2,0,0,108641,4,5,4,4,23,1,25,0
EMP-017391,Engineering,Junior,41,Male,Full-Time,1,0,0,2,54836,2,5,3,5,15,3,75,1
EMP-017392,Engineering,Mid,32,Female,Full-Time,5,2,1,1,70050,4,3,4,1,13,0,50,0
EMP-017393,Engineering,Mid,31,Male,Full-Time,5,3,1,0,77348,2,3,5,18,9,6,50,0
EMP-017394,Operations,Director,25,Female,Full-Time,7,2,1,5,132779,4,4,4,27,2,2,75,0
EMP-017395,Engineering,Junior,32,Female,Full-Time,3,1,0,1,59952,1,1,5,0,13,1,0,1
EMP-017396,Finance,Mid,33,Female,Full-Time,12,11,1,3,61950,5,4,2,7,20,1,0,0
EMP-017397,Marketing,Mid,44,Male,Full-Time,10,4,0,0,82971,5,3,4,5,1,1,0,0
EMP-017398,Engineering,Mid,25,Male,Full-Time,2,1,0,0,70978,4,3,3,2,16,4,25,0
EMP-017399,Engineering,Junior,60,Male,Full-Time,7,3,1,2,52828,5,4,4,0,1,2,0,0
EMP-017400,Sales,Mid,42,Male,Full-Time,6,3,0,3,88145,3,2,4,4,1,2,75,1
EMP-017401,Sales,Director,32,Male,Full-Time,2,1,0,2,181033,4,5,4,4,63,3,50,0
EMP-017402,Data Science,Junior,35,Female,Full-Time,3,1,0,3,64191,5,5,1,23,9,1,50,0
EMP-017403,Engineering,Mid,22,Male,Full-Time,5,2,1,1,60027,1,4,4,13,7,3,50,0
EMP-017404,Finance,Mid,22,Male,Full-Time,18,15,5,1,98347,4,5,4,4,9,0,75,0
EMP-017405,Finance,Mid,24,Female,Part-Time,14,6,3,0,78301,2,2,4,0,32,0,0,0
EMP-017406,Finance,Senior,37,Female,Full-Time,3,1,0,0,116009,3,2,5,31,1,1,75,0
EMP-017407,Product,VP,22,Female,Part-Time,12,5,1,0,229658,4,5,2,0,5,3,100,0
EMP-017408,Marketing,Senior,22,Female,Full-Time,6,2,0,2,87703,4,3,5,18,7,1,0,0
EMP-017409,Engineering,Manager,39,Female,Contract,2,1,0,0,165892,3,3,3,1,14,1,75,0
EMP-017410,Engineering,Junior,46,Female,Full-Time,17,13,1,7,52607,3,3,2,0,5,2,75,0
EMP-017411,Customer Support,Mid,44,Male,Full-Time,18,10,2,6,74497,4,4,1,5,50,2,75,0
EMP-017412,Finance,Mid,39,Female,Full-Time,7,2,1,8,77830,5,3,4,33,3,0,50,0
EMP-017413,Sales,Mid,28,Female,Full-Time,5,2,0,15,90048,3,4,5,16,2,3,50,0
EMP-017414,Customer Support,Manager,25,Female,Full-Time,4,2,0,3,144677,3,1,5,0,23,2,0,0
EMP-017415,Customer Support,Senior,47,Male,Full-Time,13,6,2,1,100226,2,5,1,4,20,1,50,0
EMP-017416,Marketing,Mid,25,Female,Full-Time,5,4,1,0,90149,2,3,3,14,13,4,25,0
EMP-017417,Finance,Mid,37,Female,Full-Time,9,3,1,4,57163,3,4,4,3,10,3,25,0
EMP-017418,HR,Junior,22,Female,Contract,7,3,1,7,56865,3,3,3,6,7,3,25,1
EMP-017419,Sales,Director,31,Male,Full-Time,5,1,0,5,153546,1,5,4,10,9,2,75,0
EMP-017420,HR,Mid,23,Female,Full-Time,2,0,0,1,57256,1,3,5,27,2,1,25,0
EMP-017421,HR,Senior,36,Male,Full-Time,7,3,1,3,113383,4,1,3,1,1,2,25,0
EMP-017422,Marketing,Senior,40,Male,Full-Time,9,7,0,2,71813,4,4,2,18,19,1,50,0
EMP-017423,HR,Mid,22,Male,Full-Time,3,1,0,0,67757,4,3,4,0,56,5,50,0
EMP-017424,Sales,Manager,35,Female,Full-Time,5,4,0,8,91972,4,2,3,18,4,2,0,1
EMP-017425,Finance,Mid,38,Male,Full-Time,12,10,1,1,61081,1,4,3,1,25,3,0,0
EMP-017426,Finance,Senior,26,Female,Part-Time,4,3,0,0,95050,5,4,4,3,7,3,25,0
EMP-017427,Data Science,Mid,31,Non-Binary,Full-Time,8,5,0,0,69179,5,4,2,0,12,3,100,0
EMP-017428,Engineering,Manager,44,Male,Full-Time,4,3,1,5,154912,3,5,3,10,2,3,50,0
EMP-017429,Engineering,Senior,51,Female,Part-Time,8,4,0,2,146315,3,4,5,9,74,5,25,0
EMP-017430,Sales,Mid,31,Female,Full-Time,2,0,0,5,54111,3,5,2,1,1,1,0,0
EMP-017431,Sales,Junior,36,Female,Contract,8,2,2,2,49156,3,4,3,3,17,3,50,0
EMP-017432,Data Science,Senior,39,Female,Full-Time,7,4,1,0,88216,4,3,4,21,14,4,25,0
EMP-017433,Data Science,Lead,51,Male,Full-Time,9,6,1,9,109345,2,4,2,6,2,2,0,1
EMP-017434,Operations,Senior,36,Female,Full-Time,6,5,0,0,121068,3,4,2,9,42,2,50,1
EMP-017435,Engineering,VP,30,Female,Contract,10,8,2,6,230058,2,4,3,13,4,1,75,0
EMP-017436,Finance,Junior,29,Female,Contract,5,3,0,1,60416,3,5,3,10,6,7,25,0
EMP-017437,Legal,Mid,39,Female,Full-Time,17,15,3,0,63544,3,3,4,0,4,0,50,0
EMP-017438,Marketing,Mid,26,Female,Full-Time,3,1,0,3,52574,3,4,2,22,28,3,100,1
EMP-017439,Finance,Mid,40,Male,Full-Time,7,3,0,1,89323,4,2,4,0,4,2,0,0
EMP-017440,HR,Lead,29,Male,Full-Time,3,1,0,7,153828,3,1,3,10,11,2,25,1
EMP-017441,Operations,Junior,45,Female,Full-Time,1,0,0,0,53784,3,4,4,4,11,3,0,0
EMP-017442,HR,Junior,41,Female,Contract,8,6,0,0,62688,3,5,5,15,10,3,0,0
EMP-017443,Finance,Junior,34,Female,Full-Time,7,6,1,1,60750,2,5,3,4,20,4,50,0
EMP-017444,Sales,Lead,38,Male,Part-Time,7,3,1,1,135239,3,3,3,4,24,4,50,0
EMP-017445,Marketing,Manager,22,Male,Full-Time,10,6,2,0,120255,5,5,5,2,17,4,50,0
EMP-017446,Sales,Senior,29,Female,Full-Time,5,4,0,1,125961,4,1,3,0,1,2,25,0
EMP-017447,Customer Support,Mid,25,Female,Full-Time,13,9,3,1,75575,4,2,5,22,30,5,50,0
EMP-017448,Marketing,Junior,32,Female,Full-Time,3,1,0,3,58890,2,3,5,1,9,1,50,0
