Property_ID,Listing_Year,City,Neighborhood_Type,Property_Type,Bedrooms,Bathrooms,Square_Footage,Lot_Size_SqFt,Year_Built,Garage_Spaces,Has_Pool,Has_Basement,Condition,School_District_Rating,Walk_Score,HOA_Monthly_Fee,Num_Listing_Photos,Days_On_Market,Sale_Price_USD
PROP-027141,2022,Los Angeles,Urban,Condo,5,2.0,1967,6036,1944,0,1,0,Fair,6,24,482.0,21,42,610916
PROP-027142,2023,Los Angeles,Historic District,Single Family,3,2.5,1074,1776,2021,1,1,0,Good,6,66,0.0,17,52,624565
PROP-027143,2024,New York,Suburban,Single Family,3,2.0,1470,4845,1958,2,0,1,Good,4,40,221.0,20,192,819450
PROP-027144,2022,Chicago,Downtown,Condo,3,1.0,607,1337,2023,2,0,0,Good,8,33,380.0,28,61,234742
PROP-027145,2022,New York,Suburban,Condo,2,3.0,820,3400,1968,2,0,1,Good,4,100,639.0,28,45,326413
PROP-027146,2022,Seattle,Rural,Single Family,4,2.0,1546,4001,1989,0,0,0,Excellent,2,51,0.0,20,8,478660
PROP-027147,2023,Miami,University Area,Single Family,3,3.0,1725,7342,2023,2,0,0,Good,10,60,0.0,17,25,601437
PROP-027148,2023,Austin,University Area,Condo,3,2.0,1809,8142,2017,0,1,0,Good,6,72,429.0,23,97,525554
PROP-027149,2023,Seattle,Suburban,Single Family,2,2.0,1172,2029,1965,0,0,0,Good,1,71,95.0,24,20,467634
PROP-027150,2024,New York,Downtown,Single Family,1,1.0,400,1186,2020,1,1,1,Fair,7,100,0.0,18,23,298701
PROP-027151,2020,Chicago,Waterfront,Townhouse,5,2.0,2210,10667,1938,2,0,0,Good,4,100,234.0,23,54,947176
PROP-027152,2024,Seattle,Rural,Townhouse,3,2.5,873,2946,1999,2,1,1,Fair,5,56,120.0,18,20,254932
PROP-027153,2024,Houston,Urban,Condo,5,1.5,2134,3934,2010,1,1,1,Needs Renovation,10,7,344.0,18,68,413992
PROP-027154,2022,Phoenix,Urban,Townhouse,2,3.5,1261,4658,1959,0,0,0,Good,2,41,0.0,20,25,262935
PROP-027155,2024,Los Angeles,Downtown,Condo,3,2.0,1263,4733,1958,0,0,1,Good,10,39,0.0,19,8,652708
PROP-027156,2022,San Diego,Suburban,Single Family,2,1.0,1328,2719,1961,1,0,1,Good,8,34,0.0,18,26,518903
PROP-027157,2023,Chicago,Suburban,Townhouse,3,2.0,1108,3955,1967,3,0,1,Fair,1,81,30.0,20,4,292461
PROP-027158,2021,Phoenix,Historic District,Single Family,4,3.0,1599,3501,1981,1,0,0,Good,1,75,0.0,17,67,394084
PROP-027159,2023,New York,Waterfront,Single Family,4,2.5,1804,6582,1954,1,0,0,Good,10,39,0.0,35,75,1765932
PROP-027160,2021,New York,Downtown,Condo,2,2.0,925,2574,2001,3,1,0,Excellent,7,50,542.0,22,2,666001
PROP-027161,2024,Miami,Suburban,Townhouse,2,2.5,1013,2920,1949,2,0,0,Fair,1,26,0.0,20,39,281557
PROP-027162,2024,Philadelphia,Historic District,Single Family,4,3.0,1660,8152,2021,3,1,1,Needs Renovation,8,55,0.0,21,10,406668
PROP-027163,2024,San Antonio,Rural,Condo,3,3.0,1179,4867,1992,2,0,1,Good,10,30,406.0,22,89,220062
PROP-027164,2022,Houston,Downtown,Single Family,1,2.0,828,3575,1971,0,0,1,Good,10,47,0.0,14,37,335618
PROP-027165,2023,San Diego,Downtown,Multi-Family,3,2.5,1225,3740,1990,1,0,0,Excellent,1,54,0.0,23,9,978579
PROP-027166,2022,San Diego,Historic District,Single Family,4,2.5,1577,2564,2015,1,0,0,Good,9,70,0.0,27,7,1077195
PROP-027167,2022,New York,Suburban,Duplex,3,1.0,1235,3895,1965,1,0,0,Excellent,7,60,0.0,18,25,900962
PROP-027168,2024,San Diego,Rural,Condo,2,3.0,1153,5358,1977,0,1,0,Needs Renovation,4,89,201.0,16,3,281183
PROP-027169,2022,Dallas,Downtown,Duplex,1,4.0,841,2161,1947,1,0,0,Good,1,91,0.0,17,44,334014
PROP-027170,2023,Phoenix,Downtown,Townhouse,5,3.0,1522,2568,1993,2,0,0,Good,10,40,0.0,20,49,421992
PROP-027171,2023,Los Angeles,Historic District,Multi-Family,1,2.5,400,1704,1992,1,0,0,Excellent,3,39,137.0,27,5,301496
PROP-027172,2024,Los Angeles,University Area,Single Family,2,3.0,1002,2461,1996,3,0,1,Good,4,59,0.0,21,19,460312
PROP-027173,2023,Austin,Suburban,Single Family,2,2.5,1065,3543,1954,2,0,1,Excellent,5,66,0.0,28,45,350169
PROP-027174,2023,San Antonio,Rural,Townhouse,2,1.5,954,4279,1988,2,1,0,Good,5,12,0.0,23,116,187259
PROP-027175,2024,New York,Suburban,Single Family,3,1.5,1574,3512,1957,0,1,1,Excellent,2,35,0.0,20,23,1074471
PROP-027176,2022,New York,Historic District,Townhouse,3,2.0,1283,5434,2022,1,0,0,Good,8,61,0.0,20,1,716869
PROP-027177,2023,New York,Downtown,Single Family,2,3.0,862,3543,1967,1,0,1,Good,2,41,0.0,23,72,561967
PROP-027178,2023,Chicago,University Area,Single Family,2,2.5,1008,2157,1980,2,0,0,Excellent,6,30,105.0,15,20,333217
PROP-027179,2022,Dallas,Suburban,Townhouse,4,2.0,1745,5280,1993,1,0,1,Needs Renovation,8,26,0.0,25,81,358322
PROP-027180,2023,Austin,Historic District,Townhouse,5,2.0,1709,5017,1961,2,0,1,Needs Renovation,8,69,0.0,28,19,586392
PROP-027181,2023,Phoenix,University Area,Multi-Family,4,3.5,1417,3204,1993,2,0,0,Good,8,0,53.0,27,64,559909
PROP-027182,2023,Philadelphia,University Area,Single Family,3,2.0,1448,2551,1954,1,0,1,Excellent,3,57,168.0,28,27,405725
PROP-027183,2021,Austin,Suburban,Single Family,5,1.0,2121,7675,1971,2,0,1,Excellent,6,31,52.0,20,16,850499
PROP-027184,2024,Seattle,Suburban,Single Family,3,3.5,1587,4566,1985,1,0,1,Needs Renovation,6,29,0.0,16,19,350863
PROP-027185,2024,Chicago,University Area,Single Family,3,2.0,1060,4801,1979,1,0,0,Good,8,76,0.0,45,30,330590
PROP-027186,2022,New York,Urban,Townhouse,2,2.5,1082,1707,1930,1,0,1,Good,6,22,0.0,24,70,615325
PROP-027187,2020,Houston,Suburban,Single Family,3,2.5,1409,5000,2010,0,0,0,Good,8,49,0.0,25,27,308623
PROP-027188,2022,Chicago,University Area,Single Family,4,1.0,2212,5790,1938,3,0,1,Excellent,3,50,0.0,15,6,839404
PROP-027189,2021,Philadelphia,Rural,Multi-Family,2,1.5,844,3890,1999,0,0,0,Needs Renovation,9,89,0.0,26,1,220834
PROP-027190,2021,Phoenix,Rural,Single Family,4,3.0,1921,3235,1987,2,0,0,Good,10,62,144.0,26,4,310733
PROP-027191,2022,San Diego,Waterfront,Single Family,6,3.0,2687,7613,1950,2,0,1,Good,8,63,244.0,25,16,2176731
PROP-027192,2024,Miami,Downtown,Single Family,3,3.0,1223,1886,1989,1,0,1,Excellent,1,57,0.0,18,18,528277
PROP-027193,2023,Miami,Urban,Multi-Family,2,1.5,1166,3658,1968,0,0,0,Fair,4,20,0.0,19,3,479257
PROP-027194,2020,New York,Urban,Single Family,3,3.5,1480,4945,2012,0,0,1,Needs Renovation,8,40,0.0,29,15,507033
PROP-027195,2020,Los Angeles,Historic District,Condo,2,1.0,976,4297,1954,1,1,1,Good,10,80,391.0,22,26,514610
PROP-027196,2024,Chicago,Urban,Condo,2,1.0,590,1531,1968,2,0,1,Excellent,6,44,297.0,27,41,273411
PROP-027197,2024,Chicago,Historic District,Single Family,4,3.0,2106,7743,1970,1,0,0,Fair,1,58,0.0,22,11,464573
PROP-027198,2021,New York,Downtown,Condo,2,2.5,1207,2831,1974,2,0,0,Fair,1,35,271.0,27,3,748770
PROP-027199,2024,Austin,Rural,Multi-Family,4,1.0,1704,4318,1985,2,1,1,Fair,9,41,0.0,22,21,538135
PROP-027200,2023,Houston,Historic District,Single Family,2,4.0,615,2035,1995,1,0,1,Fair,4,76,0.0,26,5,196643
PROP-027201,2020,Austin,Urban,Condo,3,1.5,1677,2855,2017,1,0,1,Excellent,1,58,606.0,28,4,545815
PROP-027202,2022,Phoenix,Rural,Condo,4,3.0,1635,6221,2023,0,0,0,Good,2,60,521.0,22,47,227409
PROP-027203,2020,San Antonio,Downtown,Townhouse,6,2.0,2362,10132,2002,0,1,0,Good,3,19,0.0,27,46,526009
PROP-027204,2023,San Diego,Waterfront,Condo,3,2.5,1153,4105,1961,0,0,0,Good,1,80,93.0,18,1,496108
PROP-027205,2021,Philadelphia,Urban,Single Family,1,3.0,549,835,1972,1,0,1,Fair,4,40,0.0,17,60,168244
PROP-027206,2024,Seattle,Rural,Single Family,3,1.0,1353,6201,1996,3,0,0,Good,2,51,0.0,22,10,436375
PROP-027207,2024,Chicago,Waterfront,Duplex,5,3.0,1885,7934,1902,1,0,0,Fair,3,94,315.0,21,21,608254
PROP-027208,2023,San Antonio,University Area,Townhouse,3,1.5,1572,5406,1978,1,0,0,Good,5,69,0.0,20,14,311354
PROP-027209,2021,Austin,Urban,Condo,2,2.5,1189,5733,1945,1,0,0,Excellent,7,10,481.0,17,5,476756
PROP-027210,2023,Houston,Urban,Condo,3,3.0,432,1836,1966,2,1,0,Fair,6,75,469.0,22,17,159159
PROP-027211,2024,New York,Urban,Multi-Family,2,1.5,1262,2880,1959,2,0,1,Good,1,36,133.0,24,14,784886
PROP-027212,2023,San Antonio,Suburban,Multi-Family,4,3.0,1242,5599,1957,1,0,0,Good,9,79,0.0,16,48,365876
PROP-027213,2023,New York,Rural,Single Family,3,3.0,1105,3446,1982,0,1,1,Fair,3,47,0.0,25,91,361898
PROP-027214,2020,San Diego,Suburban,Multi-Family,2,2.0,910,3322,1976,0,0,1,Good,4,58,0.0,25,50,475623
PROP-027215,2022,Houston,Waterfront,Single Family,5,3.0,2017,8670,1978,1,0,1,Fair,1,55,0.0,20,91,646817
PROP-027216,2023,Houston,Suburban,Condo,1,2.0,451,1913,2023,2,0,1,Good,9,28,411.0,18,119,202189
PROP-027217,2023,Miami,Waterfront,Single Family,2,2.0,489,1935,1947,1,0,1,Excellent,4,51,92.0,25,21,386883
PROP-027218,2024,New York,Suburban,Multi-Family,4,3.0,1699,5602,1948,1,0,1,Fair,2,44,0.0,19,15,897975
PROP-027219,2022,Los Angeles,Suburban,Condo,1,1.0,400,1600,1981,3,0,0,Excellent,4,37,377.0,16,18,277698
PROP-027220,2022,San Diego,Waterfront,Multi-Family,3,2.5,1148,5039,1938,0,0,1,Excellent,2,48,0.0,28,41,1027619
PROP-027221,2021,San Diego,Downtown,Single Family,1,2.0,573,2174,1978,1,0,1,Good,3,22,0.0,22,42,380409
PROP-027222,2020,Los Angeles,Downtown,Condo,3,4.0,1279,4005,2003,2,0,1,Excellent,2,48,411.0,18,172,740640
PROP-027223,2022,Houston,Urban,Multi-Family,2,2.5,921,1576,1970,3,0,1,Needs Renovation,5,42,0.0,17,2,228301
PROP-027224,2023,New York,Suburban,Single Family,2,2.0,779,1856,1950,1,0,1,Fair,4,62,0.0,19,62,424924
PROP-027225,2020,Seattle,Suburban,Condo,4,1.0,2097,7776,1947,1,1,0,Good,10,55,323.0,14,75,836846
PROP-027226,2022,Seattle,Downtown,Single Family,3,3.0,1830,6005,1979,3,0,0,Good,6,64,0.0,17,21,1167670
PROP-027227,2023,Los Angeles,Downtown,Condo,5,1.5,2093,6819,1985,1,0,1,Excellent,3,68,140.0,20,15,1488643
PROP-027228,2024,Los Angeles,Urban,Single Family,2,1.5,1220,2031,1996,3,0,0,Good,8,54,0.0,28,1,669952
PROP-027229,2021,Los Angeles,Historic District,Single Family,4,1.0,1450,4290,1995,1,0,1,Fair,9,53,0.0,25,46,619789
PROP-027230,2021,San Diego,Downtown,Single Family,4,3.5,2170,8598,1988,2,0,0,Needs Renovation,8,72,0.0,20,18,751985
PROP-027231,2021,Chicago,Suburban,Townhouse,3,2.0,1508,3012,1977,0,0,0,Good,8,34,0.0,22,28,403053
PROP-027232,2022,Chicago,Historic District,Condo,3,2.0,1912,5373,1900,1,0,0,Needs Renovation,7,70,672.0,25,18,449694
PROP-027233,2022,Los Angeles,Downtown,Single Family,3,2.5,1400,3973,1938,3,0,1,Good,2,33,122.0,31,108,697489
PROP-027234,2021,Chicago,Suburban,Townhouse,3,2.0,1524,6285,1954,2,1,0,Fair,6,65,94.0,22,5,339438
PROP-027235,2024,Austin,Urban,Multi-Family,3,2.0,822,1713,1995,0,0,0,Excellent,9,25,146.0,30,17,438375
PROP-027236,2024,Los Angeles,Urban,Single Family,6,4.0,2548,6927,1994,2,1,0,Good,3,61,0.0,28,7,1184588
PROP-027237,2021,Chicago,Urban,Condo,3,2.5,1625,3009,1953,0,0,1,Fair,9,77,577.0,18,12,413581
PROP-027238,2022,Austin,Rural,Condo,3,3.0,1145,5424,1979,1,0,0,Good,4,91,556.0,22,12,216610
PROP-027239,2022,Houston,Historic District,Single Family,3,2.5,1498,2691,1954,1,0,1,Good,8,98,0.0,21,18,343278
PROP-027240,2023,Los Angeles,Downtown,Single Family,3,2.0,1477,5555,1997,0,0,1,Good,4,37,207.0,16,6,860963
PROP-027241,2023,New York,Suburban,Multi-Family,1,2.0,400,1197,2005,3,0,1,Fair,3,39,0.0,29,7,345612
PROP-027242,2020,Los Angeles,Suburban,Single Family,1,3.0,1049,3229,2006,1,0,0,Good,6,84,0.0,25,22,586723
PROP-027243,2020,New York,Historic District,Single Family,3,2.0,1500,6477,1959,3,1,1,Fair,10,29,0.0,18,60,943308
PROP-027244,2022,San Diego,Urban,Single Family,4,3.0,1947,5559,1940,2,1,0,Fair,4,52,0.0,19,25,841230
PROP-027245,2022,Houston,Urban,Single Family,3,2.0,1262,4061,2004,3,0,1,Fair,10,72,119.0,16,5,345186
PROP-027246,2021,Austin,University Area,Townhouse,2,2.5,1242,5843,1956,3,0,1,Good,6,56,98.0,21,92,522932
PROP-027247,2023,Phoenix,Urban,Single Family,4,3.0,1351,2560,1959,0,1,1,Excellent,1,43,0.0,27,64,307626
PROP-027248,2023,Houston,Waterfront,Single Family,3,1.0,1517,3337,2021,0,1,0,Excellent,7,51,0.0,27,1,513347
PROP-027249,2024,Chicago,Rural,Single Family,2,2.0,967,3513,1988,2,1,0,Fair,2,36,0.0,27,46,182590
PROP-027250,2021,San Antonio,Urban,Multi-Family,2,2.5,1197,4812,1978,2,0,0,Good,10,49,0.0,18,8,365555
PROP-027251,2021,San Antonio,Suburban,Single Family,4,3.0,2380,11603,1980,3,1,0,Excellent,6,64,0.0,16,1,626734
PROP-027252,2022,Dallas,Urban,Townhouse,1,2.5,955,4065,1976,2,0,1,Fair,8,49,0.0,20,7,358906
PROP-027253,2023,Austin,Urban,Townhouse,3,1.0,1527,2989,1997,0,0,1,Needs Renovation,3,37,64.0,23,5,287592
PROP-027254,2023,New York,Suburban,Single Family,4,2.5,1848,3063,1995,2,0,0,Good,10,69,0.0,27,19,1145264
PROP-027255,2023,Miami,Suburban,Single Family,2,2.0,560,1812,1996,1,1,0,Good,3,61,0.0,17,17,260570
PROP-027256,2024,New York,Rural,Single Family,4,3.0,1571,3178,2012,1,0,0,Good,3,49,61.0,13,5,613034
PROP-027257,2022,San Antonio,Historic District,Townhouse,2,1.5,1279,3091,1990,0,0,0,Good,2,49,292.0,20,24,237336
PROP-027258,2024,Austin,Downtown,Condo,5,3.5,2023,4592,1985,1,0,0,Excellent,5,0,346.0,33,12,687058
PROP-027259,2020,Seattle,Downtown,Multi-Family,4,2.0,1612,3474,1977,3,0,1,Fair,7,70,0.0,25,22,860465
PROP-027260,2024,Phoenix,Urban,Single Family,2,2.5,1283,2048,2021,1,1,1,Good,2,36,52.0,17,84,326883
PROP-027261,2021,Phoenix,Historic District,Condo,3,2.5,1242,2583,1955,2,0,0,Excellent,6,62,422.0,29,9,388656
PROP-027262,2021,San Antonio,Suburban,Single Family,2,3.0,1047,4324,1984,0,0,0,Fair,10,49,0.0,19,5,222233
PROP-027263,2021,Austin,Urban,Condo,5,2.5,1966,5084,1998,1,0,0,Good,5,100,387.0,32,6,674000
PROP-027264,2021,San Diego,Downtown,Single Family,4,3.5,1504,7450,1958,2,0,0,Needs Renovation,3,24,0.0,22,6,550910
PROP-027265,2021,San Diego,Urban,Single Family,4,2.5,1351,6453,1944,1,0,0,Good,7,59,0.0,13,8,648319
PROP-027266,2021,Miami,Urban,Single Family,2,1.5,1207,4493,1957,3,0,1,Needs Renovation,6,41,0.0,20,113,426590
PROP-027267,2022,Austin,Historic District,Townhouse,2,3.5,982,2221,1967,2,0,0,Good,7,91,60.0,22,52,361555
PROP-027268,2021,Houston,Urban,Multi-Family,3,1.0,1213,5798,1965,2,0,1,Needs Renovation,8,29,0.0,25,2,377202
PROP-027269,2024,Miami,Suburban,Townhouse,1,2.0,546,2073,1968,1,1,1,Good,1,37,88.0,20,4,233617
PROP-027270,2021,Houston,Waterfront,Condo,4,1.5,1530,3115,2023,2,0,1,Excellent,4,49,157.0,32,27,525151
PROP-027271,2021,New York,Urban,Single Family,4,2.0,1806,8802,1941,0,0,0,Excellent,9,53,182.0,28,1,1158732
PROP-027272,2022,Miami,Urban,Duplex,3,1.5,1348,3933,1987,2,0,1,Fair,2,69,0.0,21,152,538534
PROP-027273,2024,Philadelphia,Urban,Condo,3,2.0,1488,5648,1991,1,1,0,Needs Renovation,8,46,429.0,25,2,349389
PROP-027274,2024,Los Angeles,Suburban,Single Family,3,3.0,1597,3364,1976,0,0,0,Fair,6,39,0.0,21,106,674677
PROP-027275,2023,Austin,Rural,Condo,4,1.0,1881,7974,1999,0,0,1,Good,9,6,654.0,17,21,361975
PROP-027276,2022,New York,Urban,Multi-Family,3,1.0,1296,5288,1981,2,0,0,Needs Renovation,1,16,215.0,28,12,615980
PROP-027277,2024,Phoenix,Suburban,Single Family,3,2.0,1205,1913,2001,1,0,1,Good,9,57,0.0,17,4,371380
PROP-027278,2021,Houston,Suburban,Single Family,4,2.5,1427,4132,1984,0,1,0,Good,9,75,0.0,22,25,279190
PROP-027279,2023,New York,Historic District,Single Family,3,1.5,1475,5486,1975,1,0,0,Good,5,58,101.0,17,46,1012307
PROP-027280,2024,Chicago,Waterfront,Condo,4,2.0,1812,5936,1981,0,0,0,Fair,9,100,88.0,24,13,567127
PROP-027281,2024,San Diego,University Area,Condo,6,2.5,2274,5167,2000,3,0,1,Good,2,68,330.0,23,25,1136722
PROP-027282,2022,Dallas,Urban,Single Family,4,2.5,1534,6943,1983,2,0,1,Good,3,43,0.0,20,4,406201
PROP-027283,2024,Miami,Suburban,Condo,2,3.0,1106,3024,1951,3,0,1,Excellent,6,33,663.0,26,8,535158
PROP-027284,2020,San Antonio,Downtown,Single Family,1,1.0,687,1444,1997,0,1,1,Excellent,3,62,0.0,20,203,262016
PROP-027285,2024,New York,Historic District,Condo,6,2.0,2148,7836,1971,2,0,1,Excellent,8,78,172.0,34,40,1458935
PROP-027286,2021,Chicago,University Area,Single Family,4,2.5,1873,9026,2011,1,0,1,Excellent,9,70,0.0,16,4,621302
PROP-027287,2024,San Diego,Downtown,Single Family,3,3.0,1236,5390,2007,3,0,0,Good,4,33,0.0,18,36,828405
PROP-027288,2021,San Antonio,Rural,Single Family,3,2.5,1060,4034,1976,1,0,0,Needs Renovation,7,70,36.0,26,1,153713
PROP-027289,2023,Miami,Historic District,Condo,2,2.0,926,3431,1993,0,0,0,Fair,9,20,435.0,22,1,276843
PROP-027290,2021,Chicago,Downtown,Duplex,5,2.5,1877,4662,1991,0,1,1,Good,3,38,0.0,22,18,714423
PROP-027291,2020,New York,Rural,Single Family,5,2.0,2513,8868,2000,1,1,1,Good,8,65,185.0,14,14,1201478
PROP-027292,2020,Miami,Rural,Single Family,6,2.5,2784,4928,1951,2,0,1,Excellent,8,50,253.0,24,23,876121
PROP-027293,2024,Dallas,University Area,Single Family,4,2.5,1450,6224,1974,2,1,0,Good,2,87,64.0,21,2,348707
PROP-027294,2023,San Diego,Suburban,Single Family,1,2.0,738,2381,1959,2,0,0,Needs Renovation,3,69,0.0,29,44,290249
PROP-027295,2022,Chicago,University Area,Townhouse,1,2.0,948,2243,1987,0,1,1,Excellent,6,62,168.0,28,7,340724
PROP-027296,2023,San Antonio,Historic District,Condo,2,2.5,1115,2923,1970,1,1,0,Good,9,51,444.0,21,52,326505
PROP-027297,2023,Dallas,Downtown,Duplex,4,3.0,1581,5285,2003,2,1,1,Excellent,2,46,139.0,17,29,681834
PROP-027298,2022,Philadelphia,Downtown,Condo,3,1.5,1665,7382,2008,0,0,0,Excellent,3,57,102.0,24,24,389741
PROP-027299,2020,New York,Suburban,Townhouse,4,3.5,1802,6695,1991,1,1,0,Good,10,54,140.0,19,14,612191
PROP-027300,2022,San Antonio,Suburban,Multi-Family,3,2.0,1383,3202,1980,1,0,0,Excellent,1,34,0.0,21,9,327701
PROP-027301,2023,Seattle,Downtown,Single Family,5,4.0,2276,6002,1936,0,1,0,Good,5,9,0.0,24,5,1299534
PROP-027302,2022,Austin,Rural,Multi-Family,3,3.0,1594,7439,1966,0,0,0,Excellent,6,32,0.0,27,51,542081
PROP-027303,2022,New York,Downtown,Single Family,5,3.0,2136,4393,1998,3,0,0,Good,6,46,73.0,24,72,1483481
PROP-027304,2021,Chicago,Suburban,Single Family,3,2.0,1346,5346,1957,1,1,1,Good,9,28,0.0,17,51,456776
PROP-027305,2023,Los Angeles,Downtown,Single Family,2,2.0,1001,2844,2002,2,1,0,Good,3,52,300.0,20,105,483230
PROP-027306,2023,Los Angeles,Urban,Condo,3,3.0,1509,3927,2005,0,0,1,Good,1,71,486.0,26,3,724895
PROP-027307,2022,Philadelphia,Downtown,Duplex,3,4.0,1237,4500,1959,1,0,1,Good,4,54,105.0,18,8,366141
PROP-027308,2022,New York,Urban,Condo,4,2.0,1628,6324,1967,1,1,0,Needs Renovation,6,67,301.0,13,35,537507
PROP-027309,2020,Houston,Rural,Condo,4,2.0,1653,6306,1968,0,0,0,Excellent,9,28,474.0,22,22,309735
PROP-027310,2024,Miami,Downtown,Single Family,2,2.5,1230,5017,1988,2,1,1,Excellent,3,57,0.0,20,25,755321
PROP-027311,2022,Philadelphia,Historic District,Condo,3,2.0,1208,4662,2023,2,0,1,Excellent,8,49,224.0,16,9,406135
PROP-027312,2024,Seattle,Suburban,Condo,2,2.5,842,3363,1996,2,0,0,Excellent,6,56,17.0,14,1,248176
PROP-027313,2021,Phoenix,Rural,Single Family,4,3.5,1739,4772,1977,1,0,1,Fair,7,61,0.0,26,7,282074
PROP-027314,2022,San Diego,Downtown,Single Family,3,1.5,1761,4667,2006,1,0,0,Excellent,7,72,0.0,23,34,1067616
PROP-027315,2024,Houston,Rural,Townhouse,2,1.5,747,1959,1981,2,1,1,Good,2,45,67.0,24,10,177886
PROP-027316,2021,Austin,Rural,Condo,2,2.5,1698,3951,1982,1,1,0,Good,7,59,300.0,17,6,357551
PROP-027317,2022,New York,Suburban,Townhouse,3,1.5,1047,2071,1958,3,0,0,Needs Renovation,9,32,109.0,16,30,432158
PROP-027318,2024,Houston,Urban,Condo,4,3.0,2044,7629,1964,1,0,1,Good,6,17,384.0,20,10,429830
PROP-027319,2024,New York,Urban,Single Family,3,3.0,1215,3471,1973,2,0,1,Good,3,89,56.0,14,1,521516
PROP-027320,2020,San Antonio,University Area,Single Family,4,1.5,1618,3276,2012,1,1,0,Excellent,2,43,0.0,27,1,303941
PROP-027321,2023,Los Angeles,Suburban,Single Family,3,2.0,1094,3559,1971,2,0,1,Excellent,9,59,0.0,28,18,731796
PROP-027322,2020,Chicago,Suburban,Single Family,3,2.5,1336,6116,1994,1,0,0,Good,3,49,72.0,27,39,353894
PROP-027323,2020,Los Angeles,Downtown,Single Family,2,2.5,1344,3412,1959,0,0,1,Excellent,9,57,0.0,22,91,870623
PROP-027324,2022,Chicago,Waterfront,Condo,3,3.0,1233,3589,1979,0,0,1,Good,10,51,231.0,20,11,629609
PROP-027325,2022,Philadelphia,Urban,Multi-Family,3,1.0,1560,6143,1993,1,0,0,Needs Renovation,5,71,0.0,13,51,484600
PROP-027326,2022,Austin,University Area,Multi-Family,2,2.5,1451,6278,1964,1,0,1,Needs Renovation,4,48,86.0,24,4,424196
PROP-027327,2023,New York,Suburban,Condo,3,2.0,1527,5730,1949,0,0,0,Good,8,83,573.0,24,18,650623
PROP-027328,2023,Philadelphia,Urban,Single Family,6,3.0,2763,8414,1979,1,0,1,Fair,7,51,0.0,26,15,772330
PROP-027329,2022,Austin,Suburban,Multi-Family,4,2.0,2366,4350,2007,0,0,1,Excellent,10,66,0.0,22,40,1249136
PROP-027330,2022,Austin,Rural,Townhouse,3,2.0,1306,5339,1992,1,0,0,Excellent,6,43,0.0,39,17,426843
PROP-027331,2023,Los Angeles,Suburban,Single Family,4,2.0,1210,5651,1989,1,0,1,Fair,10,46,0.0,19,21,449979
PROP-027332,2024,Houston,Rural,Duplex,1,4.0,497,2413,1992,1,0,1,Good,10,68,0.0,19,22,158880
PROP-027333,2021,San Antonio,Suburban,Single Family,3,2.5,1242,1989,1946,0,1,1,Excellent,5,64,0.0,30,14,300896
PROP-027334,2020,Los Angeles,Downtown,Single Family,3,3.0,1156,4752,1941,1,0,1,Needs Renovation,2,76,0.0,17,10,431803
PROP-027335,2022,Houston,Urban,Single Family,5,3.0,1920,7708,1953,1,0,1,Excellent,4,84,0.0,26,26,525721
PROP-027336,2023,Dallas,Downtown,Single Family,4,1.5,1552,5451,1971,0,1,0,Good,3,51,0.0,26,1,480282
PROP-027337,2022,Austin,Urban,Single Family,1,3.0,679,1324,2005,3,1,1,Good,8,67,0.0,17,66,395039
PROP-027338,2021,Seattle,Rural,Single Family,3,3.0,1303,4044,1999,0,0,0,Good,7,52,0.0,24,71,401425
PROP-027339,2021,Los Angeles,Urban,Single Family,3,2.0,1924,7511,1927,2,0,1,Excellent,8,59,0.0,33,50,1349277
PROP-027340,2023,New York,Suburban,Multi-Family,4,3.0,1689,3629,1960,0,0,0,Excellent,6,73,0.0,23,10,1221044
PROP-027341,2020,New York,Urban,Condo,2,2.0,815,3810,1999,1,0,1,Needs Renovation,3,80,511.0,15,35,278034
PROP-027342,2023,Los Angeles,Urban,Townhouse,3,1.0,1705,7519,2002,2,1,1,Good,9,45,0.0,23,36,952805
PROP-027343,2024,Austin,Rural,Duplex,2,3.0,947,2782,1994,0,0,1,Excellent,5,66,104.0,20,52,294738
PROP-027344,2023,New York,Urban,Single Family,2,3.5,1205,5907,1971,1,1,0,Fair,5,100,0.0,20,17,740164
PROP-027345,2024,Los Angeles,Urban,Multi-Family,1,2.5,983,4272,1955,0,0,0,Needs Renovation,5,61,181.0,24,60,441703
PROP-027346,2022,San Diego,Urban,Single Family,2,2.0,517,1745,1938,1,0,1,Good,10,51,0.0,27,39,345060
PROP-027347,2024,Philadelphia,Historic District,Condo,2,1.5,629,1393,1967,1,0,0,Needs Renovation,6,54,303.0,13,80,158394
PROP-027348,2024,Miami,Suburban,Single Family,4,3.0,1909,6742,1958,1,0,0,Fair,9,74,0.0,32,26,642907
PROP-027349,2024,Dallas,Urban,Single Family,3,4.0,930,4116,2003,2,0,1,Good,6,63,179.0,21,4,258311
PROP-027350,2024,Austin,Downtown,Townhouse,3,1.0,752,2954,1953,0,0,1,Needs Renovation,5,60,85.0,26,9,229395
PROP-027351,2022,Chicago,Downtown,Townhouse,4,3.5,1967,4099,2023,0,0,0,Excellent,4,52,0.0,26,30,604959
PROP-027352,2021,Austin,Urban,Single Family,2,2.5,1449,7196,1980,2,0,1,Good,7,61,0.0,28,12,564872
PROP-027353,2024,Los Angeles,Urban,Townhouse,4,3.0,1698,4685,1943,1,0,0,Good,4,21,0.0,23,33,831033
